,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
2375,full_complement,7.762063,0.924577,0.957649,0.994069,0.997697,0.932071,0.997877,0.997982,0.960141,"{1: 0.92457699999999998, 2: 0.95764899999999997, 3: 0.99406899999999998, 4: 0.99769699999999994, 5: 0.93207099999999998, 6: 0.99787700000000001, 7: 0.99798200000000004, 8: 0.96014100000000002}",A/American black duck/Prince Edward Island/00672/2010,2010-08-04,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2376,full_complement,7.997534,0.999568,0.999568,0.999547,0.998851,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 0.99956800000000001, 3: 0.99954699999999996, 4: 0.99885100000000004, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00081/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2377,full_complement,7.997102,0.999568,0.999136,0.999547,0.998851,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 0.99913600000000002, 3: 0.99954699999999996, 4: 0.99885100000000004, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/blue-winged teal/Nova Scotia/00079/2010,2010-09-07,Canada,Blue-Winged Teal/Avian,False,Nova Scotia,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2378,full_complement,7.762556,0.924577,0.958117,0.994094,0.997697,0.932071,0.997877,0.997982,0.960141,"{1: 0.92457699999999998, 2: 0.958117, 3: 0.99409400000000003, 4: 0.99769699999999994, 5: 0.93207099999999998, 6: 0.99787700000000001, 7: 0.99798200000000004, 8: 0.96014100000000002}",A/American black duck/Prince Edward Island/00673/2010,2010-08-04,Canada,American Black Duck/Avian,False,Prince Edward Island,H3N8,A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8
2379,full_complement,7.6866699999999994,0.917678,0.951641,0.958716,0.974713,0.956238,0.986553,0.979818,0.961313,"{1: 0.91767799999999999, 2: 0.95164099999999996, 3: 0.95871600000000001, 4: 0.97471300000000005, 5: 0.95623800000000003, 6: 0.98655300000000001, 7: 0.97981799999999997, 8: 0.96131299999999997}",A/snow goose/Nunavet/03438/2010,2010-07-20,Canada,Snow Goose/Avian,False,Nunavet,H3N8,A/mallard/New Jersey/Sg-00892/2008,2008-09-20,USA,Mallard/Avian,False,New Jersey,H3N8
2380,reassortant,7.747775000000001,0.962141,,0.984149,,0.955758,,0.976048,0.996532,"{8: 0.99653199999999997, 1: 0.96214100000000002, 3: 0.98414900000000005, 5: 0.955758, 7: 0.97604800000000003}",A/shorebird/Delaware Bay/351/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N9,A/green-winged teal/New Brunswick/02597/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
2381,reassortant,7.687473000000001,0.941253,,0.977355,,,,0.997006,0.996532,"{8: 0.99653199999999997, 1: 0.94125300000000001, 3: 0.97735499999999997, 7: 0.99700599999999995}",A/American black duck/New Brunswick/03534/2009,2009-09-10,Canada,American Black Duck/Avian,True,New Brunswick,H4N6,A/green-winged teal/New Brunswick/02597/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
2382,reassortant,7.742742,0.951262,0.934376,0.976776,,,0.953291,,,"{1: 0.95126200000000005, 2: 0.93437599999999998, 3: 0.97677599999999998, 6: 0.953291}",A/ruddy turnstone/New Jersey/AI09-169/2009,2009-05-08,USA,Ruddy Turnstone/Avian,True,New Jersey,H11N8,A/green-winged teal/New Brunswick/02597/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
2383,reassortant,7.809967,0.962141,0.953368,,0.994253,,,0.997006,,"{1: 0.96214100000000002, 2: 0.95336799999999999, 4: 0.99425300000000005, 7: 0.99700599999999995}",A/American black duck/New Brunswick/03451/2009,2009-08-12,Canada,American Black Duck/Avian,True,New Brunswick,H3N9,A/green-winged teal/New Brunswick/02597/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8
2384,reassortant,7.728809,0.983772,0.941151,,,,,0.980652,0.97852,"{8: 0.97851999999999995, 1: 0.98377199999999998, 2: 0.94115099999999996, 7: 0.98065199999999997}",A/duck/Jiangxi/4759/2009,2009-03-15,China,Duck/Avian,True,Jiangxi,H10N8,A/avian/Japan/8KI0184/2008,2008-10-08,,Avian,True,Japan,H4N6
2385,full_complement,7.976176,0.996978,0.996102,0.997283,0.997701,0.997398,0.998606,0.998004,0.994104,"{1: 0.99697800000000003, 2: 0.99610200000000004, 3: 0.99728300000000003, 4: 0.99770099999999995, 5: 0.99739800000000001, 6: 0.99860599999999999, 7: 0.998004, 8: 0.99410399999999999}",A/mallard/Interior Alaska/9BM12326R0/2009,2009-09-02,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/9BM11757R0/2009,2009-08-19,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
2386,reassortant,7.55209,0.989163,0.983161,,0.649297,0.98112,0.990196,,,"{1: 0.98916300000000001, 2: 0.98316099999999995, 4: 0.64929700000000001, 5: 0.98111999999999999, 6: 0.99019599999999997}",A/white-winged scoter/Wisconsin/10OS3922/2010,2010-11-16,USA,Scoter/Avian,True,Wisconsin,H14N8,A/blue-winged Teal/Minnesota/AI09-3575/2009,2009-09-12,USA,Blue-Winged Teal/Avian,False,Minnesota,H4N8
2387,reassortant,7.555693999999999,0.986962,0.983161,,0.651639,0.981771,0.991597,,,"{1: 0.98696200000000001, 2: 0.98316099999999995, 4: 0.65163899999999997, 5: 0.98177099999999995, 6: 0.99159699999999995}",A/long-tailed duck/Wisconsin/10OS3918/2010,2010-11-16,USA,Long-Tailed Duck/Avian,True,Wisconsin,H14N8,A/blue-winged Teal/Minnesota/AI09-3575/2009,2009-09-12,USA,Blue-Winged Teal/Avian,False,Minnesota,H4N8
2388,reassortant,7.796118,,,0.960948,,,0.946921,0.974798,0.974713,"{8: 0.97471300000000005, 3: 0.96094800000000002, 6: 0.94692100000000001, 7: 0.97479800000000005}",A/shellduck/South Africa/DLH/2012,2012-07-01,,Duck/Avian,True,South Africa,H7N8,A/teal/Chany/444/2009,2009-08-29,Russia,Teal/Avian,True,Chany,H8N8
2389,reassortant,7.7429120000000005,,,0.982799,,0.958584,0.960368,0.980847,,"{3: 0.98279899999999998, 5: 0.95858399999999999, 6: 0.960368, 7: 0.98084700000000002}",A/wild goose/Dongting/C1037/2011,2011-11-10,China,Goose/Avian,True,Dongting,H12N8,A/teal/Chany/444/2009,2009-08-29,Russia,Teal/Avian,True,Chany,H8N8
2390,reassortant,7.732804000000001,0.976933,,,,,0.965211,,0.973034,"{8: 0.97303399999999995, 1: 0.97693300000000005, 6: 0.96521100000000004}",A/duck/Guangxi/GXd-1/2011,2011-02-17,China,Duck/Avian,True,Guangxi,H1N2,A/duck/Guangxi/GXd-2/2010,2010-04-02,China,Duck/Avian,True,Guangxi,H6N2
2391,full_complement,7.985755999999999,0.998257,0.998273,0.998638,0.998845,1.0,0.997889,0.99501,0.998844,"{1: 0.99825699999999995, 2: 0.99827299999999997, 3: 0.99863800000000003, 4: 0.99884499999999998, 5: 1.0, 6: 0.99788900000000003, 7: 0.99500999999999995, 8: 0.99884399999999995}",A/American green-winged teal/Interior Alaska/11ML00038/2011,2011-09-09,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/11BM03661/2011,2011-09-01,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2392,full_complement,7.9851540000000005,0.998257,0.997841,0.998183,0.996534,0.999351,0.999296,0.998004,0.997688,"{1: 0.99825699999999995, 2: 0.99784099999999998, 3: 0.99818300000000004, 4: 0.99653400000000003, 5: 0.99935099999999999, 6: 0.99929599999999996, 7: 0.998004, 8: 0.99768800000000002}",A/American green-winged teal/Interior Alaska/11BM03899/2011,2011-09-04,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/11BM03661/2011,2011-09-01,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2393,full_complement,7.816097000000001,0.993523,0.946459,0.99683,0.992982,0.938312,0.987491,0.968687,0.9918130000000001,"{1: 0.99352300000000004, 2: 0.94645900000000005, 3: 0.99682999999999999, 4: 0.99298200000000003, 5: 0.93831200000000003, 6: 0.98749100000000001, 7: 0.96868699999999996, 8: 0.99181300000000006}",A/mallard/California/11095/2008,2008-12-06,USA,Mallard/Avian,False,California,H4N6,A/mallard/California/6772/2008,2008-11-15,USA,Mallard/Avian,False,California,H4N6
2394,reassortant,7.797193,,0.965026,,0.990058,0.979221,,,,"{2: 0.96502600000000005, 4: 0.99005799999999999, 5: 0.97922100000000001}",A/bufflehead/Illinois/4016/2009,2009-11-28,USA,Bufflehead/Avian,True,Illinois,H4N8,A/mallard/California/6772/2008,2008-11-15,USA,Mallard/Avian,False,California,H4N6
2395,reassortant,7.746601000000001,,0.982119,,,,0.949022,,,"{2: 0.98211899999999996, 6: 0.94902200000000003}",A/American black duck/New Brunswick/25182/2007,2007-09-21,Canada,American Black Duck/Avian,True,New Brunswick,H3N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2396,full_complement,7.928153999999999,0.959254,0.997841,0.997283,0.995894,0.998695,0.999305,0.981038,0.998844,"{1: 0.95925400000000005, 2: 0.99784099999999998, 3: 0.99728300000000003, 4: 0.99589399999999995, 5: 0.998695, 6: 0.999305, 7: 0.98103799999999997, 8: 0.99884399999999995}",A/mallard/Ohio/08OS1270/2008,2008-08-07,USA,Mallard/Avian,False,Ohio,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2397,full_complement,7.722011,0.925444,0.980138,0.963315,0.982425,0.933594,0.993051,0.981038,0.963006,"{1: 0.92544400000000004, 2: 0.98013799999999995, 3: 0.96331500000000003, 4: 0.98242499999999999, 5: 0.93359400000000003, 6: 0.99305100000000002, 7: 0.98103799999999997, 8: 0.96300600000000003}",A/shorebird/Delaware Bay/312/2008,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2398,full_complement,7.716176,0.925444,0.979275,0.962409,0.981797,0.932943,0.990264,0.981038,0.963006,"{1: 0.92544400000000004, 2: 0.97927500000000001, 3: 0.96240899999999996, 4: 0.98179700000000003, 5: 0.93294299999999997, 6: 0.99026400000000003, 7: 0.98103799999999997, 8: 0.96300600000000003}",A/shorebird/Delaware Bay/293/2008,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2399,full_complement,7.717980000000001,0.925444,0.978843,0.962409,0.981797,0.932943,0.993051,0.980789,0.962704,"{1: 0.92544400000000004, 2: 0.97884300000000002, 3: 0.96240899999999996, 4: 0.98179700000000003, 5: 0.93294299999999997, 6: 0.99305100000000002, 7: 0.98078900000000002, 8: 0.962704}",A/shorebird/Delaware Bay/309/2008,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2400,full_complement,7.719658,0.925444,0.979275,0.962409,0.981797,0.932943,0.993746,0.981038,0.963006,"{1: 0.92544400000000004, 2: 0.97927500000000001, 3: 0.96240899999999996, 4: 0.98179700000000003, 5: 0.93294299999999997, 6: 0.99374600000000002, 7: 0.98103799999999997, 8: 0.96300600000000003}",A/shorebird/Delaware Bay/315/2008,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2401,full_complement,7.7216439999999995,0.925878,0.9805699999999999,0.963315,0.981797,0.933594,0.993746,0.98004,0.962704,"{1: 0.92587799999999998, 2: 0.98056999999999994, 3: 0.96331500000000003, 4: 0.98179700000000003, 5: 0.93359400000000003, 6: 0.99374600000000002, 7: 0.98004000000000002, 8: 0.962704}",A/shorebird/Delaware Bay/296/2008,2008-05-16,USA,Shorebird/Avian,False,Delaware Bay,H4N6,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2402,reassortant,7.964246,,,0.995924,,,0.993746,,,"{3: 0.99592400000000003, 6: 0.99374600000000002}",A/mallard/Iowa/3205/2009,2009-11-08,USA,Mallard/Avian,True,Iowa,Mixed,A/mallard/New Brunswick/02293/2007,2007-08-20,Canada,Mallard/Avian,True,New Brunswick,H4N6
2403,full_complement,7.991289999999999,0.999568,0.999567,0.997675,0.998851,0.999351,0.998593,1.0,0.997685,"{1: 0.99956800000000001, 2: 0.99956699999999998, 3: 0.99767499999999998, 4: 0.99885100000000004, 5: 0.99935099999999999, 6: 0.99859299999999995, 7: 1.0, 8: 0.99768500000000004}",A/northern pintail/Interior Alaska/10BM08920R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2404,full_complement,7.992325999999999,0.999136,0.997401,0.99907,0.999425,0.998701,0.998593,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99740099999999998, 3: 0.99907000000000001, 4: 0.99942500000000001, 5: 0.99870099999999995, 6: 0.99859299999999995, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/10BM09105R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2405,full_complement,7.994491999999999,0.999136,0.999567,0.99907,0.999425,0.998701,0.998593,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956699999999998, 3: 0.99907000000000001, 4: 0.99942500000000001, 5: 0.99870099999999995, 6: 0.99859299999999995, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2406,full_complement,7.994491999999999,0.999136,0.999567,0.99907,0.999425,0.998701,0.998593,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956699999999998, 3: 0.99907000000000001, 4: 0.99942500000000001, 5: 0.99870099999999995, 6: 0.99859299999999995, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/10BM09102R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2407,full_complement,7.994491999999999,0.999136,0.999567,0.99907,0.999425,0.998701,0.998593,1.0,1.0,"{1: 0.99913600000000002, 2: 0.99956699999999998, 3: 0.99907000000000001, 4: 0.99942500000000001, 5: 0.99870099999999995, 6: 0.99859299999999995, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/10BM09101R0/2010,2010-08-05,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,2010-08-04,USA,American Green-Winged Teal/Avian,False,Interior Alaska,H3N8
2408,full_complement,7.658851,0.930646,0.961455,0.96789,0.985117,0.933987,0.92766,0.978809,0.973287,"{1: 0.93064599999999997, 2: 0.96145499999999995, 3: 0.96789000000000003, 4: 0.98511700000000002, 5: 0.93398700000000001, 6: 0.92766000000000004, 7: 0.97880900000000004, 8: 0.97328700000000001}",A/mallard/California/5351/2009,2009-08-04,USA,Mallard/Avian,False,California,H1N1,A/mallard/Washington/44338-218/2007,2007-11-15,USA,Mallard/Avian,True,Washington,H1N1
2409,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/9BM11783R0/2009,2009-08-19,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7,A/northern pintail/Interior Alaska/9BM11317R0/2009,2009-08-18,USA,Northern Pintail/Avian,False,Interior Alaska,H10N7
2410,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/9BM12190R0/2009,2009-08-21,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM9683R2/2009,2009-08-14,USA,Mallard/Avian,False,Interior Alaska,H4N6
2411,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM12204R0/2009,2009-08-21,USA,Mallard/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM9683R2/2009,2009-08-14,USA,Mallard/Avian,False,Interior Alaska,H4N6
2412,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/9BM12186R0/2009,2009-08-21,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM9683R2/2009,2009-08-14,USA,Mallard/Avian,False,Interior Alaska,H4N6
2413,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM12198R0/2009,2009-08-21,USA,Mallard/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM9683R2/2009,2009-08-14,USA,Mallard/Avian,False,Interior Alaska,H4N6
2414,reassortant,7.586561,,,,0.945455,0.985304,,,0.904046,"{8: 0.90404600000000002, 4: 0.94545500000000005, 5: 0.98530399999999996}",A/avian/Japan/8KI0040/2008,2008-10-08,,Avian,True,Japan,H3N5,A/mallard/Interior Alaska/7MP1056/2007,2007-09-10,USA,Mallard/Avian,False,Interior Alaska,H3N8
2415,full_complement,7.839277999999999,0.950348,0.970117,0.992301,0.988318,0.992843,0.980999,0.976048,0.988304,"{1: 0.95034799999999997, 2: 0.97011700000000001, 3: 0.99230099999999999, 4: 0.98831800000000003, 5: 0.99284300000000003, 6: 0.98099899999999995, 7: 0.97604800000000003, 8: 0.98830399999999996}",A/ring-necked duck/Illinois/4125/2009,2009-11-29,USA,Ring-Necked Duck/Avian,False,Illinois,H4N8,A/northern pintail/Louisiana/Sg-01033/2008,2008-11-09,USA,Northern Pintail/Avian,False,Louisiana,H4N8
2416,full_complement,7.801062000000001,0.949482,0.965786,0.978714,0.966141,0.9778789999999999,0.978888,0.99002,0.994152,"{1: 0.94948200000000005, 2: 0.96578600000000003, 3: 0.97871399999999997, 4: 0.96614100000000003, 5: 0.97787899999999994, 6: 0.97888799999999998, 7: 0.99002000000000001, 8: 0.99415200000000004}",A/blue winged-teal/Wisconsin/12OS4224/2012,2012-10-13,USA,Blue-Winged Teal/Avian,False,Wisconsin,H4N8,A/northern pintail/Louisiana/Sg-01033/2008,2008-11-09,USA,Northern Pintail/Avian,False,Louisiana,H4N8
2417,full_complement,7.839239,0.950348,0.970117,0.992255,0.988325,0.992843,0.980999,0.976048,0.988304,"{1: 0.95034799999999997, 2: 0.97011700000000001, 3: 0.992255, 4: 0.98832500000000001, 5: 0.99284300000000003, 6: 0.98099899999999995, 7: 0.97604800000000003, 8: 0.98830399999999996}",A/mallard/Illinois/4124/2009,2009-11-29,USA,Mallard/Avian,False,Illinois,H4N8,A/northern pintail/Louisiana/Sg-01033/2008,2008-11-09,USA,Northern Pintail/Avian,False,Louisiana,H4N8
2418,full_complement,7.6543600000000005,0.929779,0.97055,0.970562,0.943208,0.938151,0.931738,0.97505,0.995322,"{1: 0.92977900000000002, 2: 0.97055000000000002, 3: 0.97056200000000004, 4: 0.94320800000000005, 5: 0.93815099999999996, 6: 0.93173799999999996, 7: 0.97504999999999997, 8: 0.99532200000000004}",A/blue-winged Teal/Minnesota/AI09-3575/2009,2009-09-12,USA,Blue-Winged Teal/Avian,False,Minnesota,H4N8,A/northern pintail/Louisiana/Sg-01033/2008,2008-11-09,USA,Northern Pintail/Avian,False,Louisiana,H4N8
2419,full_complement,7.775213,0.931261,0.970537,0.985054,0.9675549999999999,0.962141,0.991579,0.991968,0.975118,"{1: 0.93126100000000001, 2: 0.97053699999999998, 3: 0.98505399999999999, 4: 0.96755499999999994, 5: 0.96214100000000002, 6: 0.99157899999999999, 7: 0.99196799999999996, 8: 0.97511800000000004}",A/mallard/Sweden/101435/2009,2009-11-09,,Mallard/Avian,False,Sweden,H11N9,A/mallard/Sweden/80253/2008,2008-11-21,,Mallard/Avian,False,Sweden,H11N9
2420,full_complement,7.952373000000001,0.997409,0.999568,1.0,0.998828,0.999346,0.967202,0.99002,1.0,"{1: 0.99740899999999999, 2: 0.99956800000000001, 3: 1.0, 4: 0.99882800000000005, 5: 0.99934599999999996, 6: 0.96720200000000001, 7: 0.99002000000000001, 8: 1.0}",A/northern shoveler/Mississippi/09OS643/2009,2009-01-15,USA,Northern Shoveler/Avian,False,Mississippi,H7N7,A/northern shoveler/Mississippi/A00682947/2008,2008-12-27,USA,Northern Shoveler/Avian,False,Mississippi,H7N7
2421,reassortant,7.903154,,0.992084,0.993601,0.993552,0.996104,,0.99501,,"{2: 0.99208399999999997, 3: 0.99360099999999996, 4: 0.99355199999999999, 5: 0.99610399999999999, 7: 0.99500999999999995}",A/mallard/Minnesota/AI09-1714/2009,2009-07-26,USA,Mallard/Avian,True,Minnesota,H7N1,A/northern shoveler/Mississippi/A00682947/2008,2008-12-27,USA,Northern Shoveler/Avian,False,Mississippi,H7N7
2422,full_complement,7.988767,0.998273,0.998273,0.998176,0.997069,0.999346,0.998604,0.999026,1.0,"{1: 0.99827299999999997, 2: 0.99827299999999997, 3: 0.99817599999999995, 4: 0.99706899999999998, 5: 0.99934599999999996, 6: 0.99860400000000005, 7: 0.99902599999999997, 8: 1.0}",A/blue winged teal/Louisiana/A00557206/2009,2009-01-24,USA,Blue-Winged Teal/Avian,False,Louisiana,H7N7,A/northern shoveler/Mississippi/A00682947/2008,2008-12-27,USA,Northern Shoveler/Avian,False,Mississippi,H7N7
2423,full_complement,7.9762889999999995,0.998705,0.999568,0.999088,0.998242,0.998693,0.999302,0.98503,0.997661,"{1: 0.99870499999999995, 2: 0.99956800000000001, 3: 0.99908799999999998, 4: 0.99824199999999996, 5: 0.99869300000000005, 6: 0.99930200000000002, 7: 0.98502999999999996, 8: 0.99766100000000002}",A/American green-winged teal/Mississippi/09OS046/2009,2009-01-09,USA,Green-Winged Teal/Avian,False,Mississippi,H7N7,A/northern shoveler/Mississippi/A00682947/2008,2008-12-27,USA,Northern Shoveler/Avian,False,Mississippi,H7N7
2424,reassortant,7.928237,,0.999568,0.998188,,,,0.998004,,"{2: 0.99956800000000001, 3: 0.99818799999999996, 7: 0.998004}",A/northern shoveler/Interior Alaska/7MP0953/2007,2007-09-07,USA,Northern Shoveler/Avian,True,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/7MP1644/2007,2007-09-02,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6
2425,full_complement,7.685147,0.926311,0.947323,0.9741029999999999,0.976531,0.929036,0.974983,0.99501,0.96185,"{1: 0.926311, 2: 0.94732300000000003, 3: 0.97410299999999994, 4: 0.97653100000000004, 5: 0.92903599999999997, 6: 0.97498300000000004, 7: 0.99500999999999995, 8: 0.96184999999999998}",A/mallard/Iowa/10OS2721/2010,2010-10-16,USA,Mallard/Avian,False,Iowa,H2N2,A/mallard/Minnesota/AI08-3881/2008,2008-09-03,USA,Mallard/Avian,True,Minnesota,H2N2
2426,reassortant,7.87776,,0.963299,0.988642,,0.992193,,0.993014,,"{2: 0.96329900000000002, 3: 0.98864200000000002, 5: 0.99219299999999999, 7: 0.99301399999999995}",A/blue-winged teal/Ohio/12OS2138/2012,2012-09-07,USA,Blue-Winged Teal/Avian,True,Ohio,H10N9,A/American green-winged teal/Wisconsin/11OS3432/2011,2011-10-16,USA,Green-Winged Teal/Avian,False,Wisconsin,H5N2
